Date	Time	Open	High	Low	Close	Vol	OI	2009	2010	2011	2012	2013	2014	2015	2016	2017
6/11/2009	17:00	17.304	17.674	17.059	17.627	34379	44926	0.015438677								
6/12/2009	17:00	17.539	17.569	16.914	17.009	27850	42515	-0.035059851								
6/15/2009	17:00	16.984	17.009	16.164	16.164	29946	38414	-0.049679581								
6/16/2009	17:00	16.184	16.539	16.184	16.264	19329	36358	0.006186587								
6/17/2009	17:00	16.314	16.489	16.064	16.414	28764	37115	0.009222823								
6/18/2009	17:00	16.474	16.534	16.264	16.374	17460	36989	-0.002436944								
6/19/2009	17:00	16.339	16.504	16.254	16.334	18030	36144	-0.002442897								
6/22/2009	17:00	16.324	16.324	15.814	15.839	29309	32608	-0.030304886								
6/23/2009	17:00	15.854	16.014	15.729	15.979	27259	29027	0.008838942								
6/24/2009	17:00	15.964	16.239	15.909	16.044	32776	20001	0.004067839								
6/25/2009	17:00	15.964	16.184	15.929	16.139	22830	16136	0.005921217								
6/26/2009	17:00	16.149	16.449	16.139	16.262	25751	7044	0.00762129								
6/29/2009	17:00	16.214	16.244	15.944	16.081	10625	4581	-0.011130242								
6/30/2009	17:00	15.976	16.256	15.561	15.706	23651	59480	-0.023319445								
7/1/2009	17:00	15.706	15.976	15.696	15.866	18953	57491	0.01018719								
7/2/2009	17:00	15.871	15.906	15.396	15.514	17857	58381	-0.022185806								
7/3/2009	17:00	15.486	15.586	15.456	15.514	1902	57491	0								
7/6/2009	17:00	15.531	15.556	15.101	15.344	17511	57833	-0.010957845								
7/7/2009	17:00	15.356	15.476	15.181	15.326	14947	57564	-0.001173097								
7/8/2009	17:00	15.206	15.256	14.846	14.958	23152	58135	-0.024011484								
7/9/2009	17:00	14.961	15.081	14.866	15.041	17491	56047	0.00554887								
7/10/2009	17:00	14.936	15.006	14.616	14.751	20564	56619	-0.019280633								
7/13/2009	17:00	14.766	14.951	14.541	14.891	17995	56085	0.009490882								
7/14/2009	17:00	14.936	15.101	14.891	14.961	16464	56080	0.004700826								
7/15/2009	17:00	15.011	15.486	14.986	15.314	23957	55668	0.02359468								
7/16/2009	17:00	15.396	15.431	15.241	15.341	13608	56112	0.001763093								
7/17/2009	17:00	15.406	15.576	15.176	15.509	14859	55098	0.010951046								
7/20/2009	17:00	15.511	15.856	15.476	15.731	16472	55263	0.014314269								
7/21/2009	17:00	15.741	15.801	15.556	15.584	14327	54718	-0.009344606								
7/22/2009	17:00	15.651	15.851	15.446	15.806	17820	54231	0.01424538								
7/23/2009	17:00	15.841	15.966	15.716	15.876	16360	54176	0.004428698								
7/24/2009	17:00	15.816	16.006	15.761	15.981	12576	53822	0.006613757								
7/27/2009	17:00	15.996	16.196	15.856	16.096	15196	54299	0.007196045								
7/28/2009	17:00	16.126	16.201	15.686	15.846	21290	54585	-0.015531809								
7/29/2009	17:00	15.801	15.846	15.271	15.364	23158	55015	-0.030417771								
7/30/2009	17:00	15.391	15.686	15.366	15.591	16203	53753	0.014774798								
7/31/2009	17:00	15.581	16.076	15.476	16.046	24420	53732	0.029183503								
8/3/2009	17:00	16.006	16.571	15.991	16.358	26560	54178	0.019444098								
8/4/2009	17:00	16.358	16.871	16.131	16.801	27469	53528	0.02708155								
8/5/2009	17:00	16.751	16.956	16.651	16.866	21007	54254	0.003868817								
8/6/2009	17:00	16.786	17.141	16.516	16.751	39145	51518	-0.006818451								
8/7/2009	17:00	16.666	16.996	16.596	16.774	30279	51128	0.001373052								
8/10/2009	17:00	16.666	16.801	16.381	16.461	23992	49597	-0.018659831								
8/11/2009	17:00	16.456	16.586	16.341	16.451	19353	48228	-0.000607497								
8/12/2009	17:00	16.421	16.711	16.231	16.691	28921	46795	0.014588779								
8/13/2009	17:00	16.656	17.251	16.611	17.093	29093	47022	0.024084836								
8/14/2009	17:00	17.146	17.291	16.691	16.828	24911	44558	-0.015503422								
8/17/2009	17:00	16.836	16.836	15.926	16.081	37321	38937	-0.044390302								
8/18/2009	17:00	16.096	16.306	15.936	16.066	19816	37204	-0.000932778								
8/19/2009	17:00	16.111	16.256	15.601	15.981	37637	35888	-0.005290676								
8/20/2009	17:00	15.921	16.176	15.896	15.986	19342	33560	0.000312872								
8/21/2009	17:00	16.021	16.396	15.816	16.27	20682	31688	0.017765545								
8/24/2009	17:00	16.306	16.576	16.156	16.301	23998	29188	0.001905347								
8/25/2009	17:00	16.251	16.531	16.166	16.416	23955	20958	0.007054782								
8/26/2009	17:00	16.401	16.576	16.271	16.361	30510	12750	-0.00335039								
8/27/2009	17:00	16.446	16.456	16.151	16.326	24676	7347	-0.002139234								
8/28/2009	17:00	16.376	16.971	16.371	16.89	16831	3846	0.034546123								
8/31/2009	17:00	16.85	17.025	16.625	16.998	17690	77783	0.006394316								
9/1/2009	17:00	16.998	17.22	16.73	17.135	27344	79512	0.008059772								
9/2/2009	17:00	17.11	17.565	16.94	17.44	30646	82025	0.017799825								
9/3/2009	17:00	17.485	18.385	17.435	18.365	33295	84798	0.053038991								
9/4/2009	17:00	18.255	18.48	17.925	18.36	29100	85478	-0.000272257								
9/8/2009	17:00	18.45	18.935	18.24	18.585	31296	87779	0.012254902								
9/9/2009	17:00	18.56	18.825	18.33	18.545	29263	88547	-0.002152273								
9/10/2009	17:00	18.43	18.805	18.135	18.745	28231	91119	0.010784578								
9/11/2009	17:00	18.785	19.09	18.72	18.775	25532	92738	0.001600427								
9/14/2009	17:00	18.86	18.92	18.395	18.698	20391	90446	-0.004101198								
9/15/2009	17:00	18.645	19.155	18.515	19.075	24436	94750	0.020162584								
9/16/2009	17:00	19.12	19.655	19.11	19.505	26560	94674	0.022542595								
9/17/2009	17:00	19.5	19.765	19.285	19.34	28058	92990	-0.008459369								
9/18/2009	17:00	19.365	19.475	18.995	19.14	25495	93238	-0.010341262								
9/21/2009	17:00	19.025	19.06	18.6	18.955	23286	96195	-0.009665622								
9/22/2009	17:00	18.94	19.42	18.905	19.19	21802	95106	0.012397784								
9/23/2009	17:00	19.23	19.365	18.795	18.985	28002	95533	-0.010682647								
9/24/2009	17:00	18.875	19.12	18.26	18.37	38008	94397	-0.032393995								
9/25/2009	17:00	18.345	18.485	18.03	18.135	32364	92840	-0.012792597								
9/28/2009	17:00	18.19	18.4	17.835	18.27	19712	92337	0.007444169								
9/29/2009	17:00	18.295	18.395	18.085	18.253	19640	91816	-0.000930487								
9/30/2009	17:00	18.245	18.79	18.245	18.733	30571	92799	0.026297047								
10/1/2009	17:00	18.733	18.86	18.415	18.515	27119	92616	-0.011637218								
10/2/2009	17:00	18.435	18.57	17.995	18.305	30829	92150	-0.011342155								
10/5/2009	17:00	18.275	18.76	18.11	18.61	21834	91736	0.016662114								
10/6/2009	17:00	18.745	19.515	18.7	19.37	40083	96479	0.040838259								
10/7/2009	17:00	19.45	19.705	19.385	19.575	29053	95283	0.010583376								
10/8/2009	17:00	19.725	20.03	19.605	19.89	36700	96978	0.016091954								
10/9/2009	17:00	19.89	19.91	19.63	19.765	24877	97575	-0.006284565								
10/12/2009	17:00	19.81	20.065	19.785	19.895	16395	97227	0.006577283								
10/13/2009	17:00	19.835	20.15	19.64	19.915	34845	98291	0.001005278								
10/14/2009	17:00	19.895	20.25	19.795	19.983	26618	98958	0.003414512								
10/15/2009	17:00	19.99	20.075	19.395	19.49	36500	97929	-0.02467097								
10/16/2009	17:00	19.455	19.655	19.285	19.495	27619	97713	0.000256542								
10/19/2009	17:00	19.56	19.95	19.345	19.7	20455	98149	0.010515517								
10/20/2009	17:00	19.935	20.03	19.495	19.633	25151	96161	-0.003401015								
10/21/2009	17:00	19.595	19.91	19.375	19.9	28278	97481	0.013599552								
10/22/2009	17:00	19.795	19.905	19.44	19.62	29479	94580	-0.014070352								
10/23/2009	17:00	19.775	20.045	19.525	19.798	37430	95599	0.009072375								
10/26/2009	17:00	19.785	19.875	19.085	19.17	41633	92231	-0.031720376								
10/27/2009	17:00	19.145	19.325	18.575	18.615	49206	89918	-0.028951487								
10/28/2009	17:00	18.785	18.845	18.195	18.315	43249	88000	-0.016116035								
10/29/2009	17:00	18.21	18.785	18.195	18.73	35623	84796	0.022659023								
10/30/2009	17:00	18.765	18.82	18.225	18.33	33883	81356	-0.021356113								
11/2/2009	17:00	18.36	18.81	18.35	18.515	32584	80251	0.010092744								
11/3/2009	17:00	18.55	19.425	18.32	19.255	51841	78460	0.039967594								
11/4/2009	17:00	19.305	19.71	19.18	19.48	39839	76812	0.011685277								
11/5/2009	17:00	19.535	19.605	19.295	19.485	27551	77711	0.000256674								
11/6/2009	17:00	19.485	19.705	19.345	19.555	35657	76248	0.003592507								
11/9/2009	17:00	19.52	19.855	19.297	19.555	28232	73004	0								
11/10/2009	17:00	19.66	19.725	19.235	19.297	37585	68904	-0.013193557								
11/11/2009	17:00	19.42	19.8	19.34	19.612	37084	65355	0.016323781								
11/12/2009	17:00	19.66	19.855	19.265	19.34	35083	63092	-0.01386906								
11/13/2009	17:00	19.29	19.535	19.1	19.455	34368	60760	0.005946225								
11/16/2009	17:00	19.565	20.525	19.55	20.475	52438	61741	0.052428682								
11/17/2009	17:00	20.475	20.51	20.16	20.462	47505	60169	-0.000634921								
11/18/2009	17:00	20.5	20.93	20.4	20.49	49709	56974	0.00136839								
11/19/2009	17:00	20.65	20.715	20.225	20.53	34388	55550	0.001952172								
11/20/2009	17:00	20.62	20.685	20.11	20.515	41344	50548	-0.000730638								
11/23/2009	17:00	20.6	21.01	20.53	20.685	44892	39941	0.00828662								
11/24/2009	17:00	20.66	20.843	20.405	20.53	53725	20816	-0.007493353								
11/25/2009	17:00	20.595	20.935	20.377	20.843	8380	10386	0.015245981								
11/27/2009	17:00	20.75	20.975	19.775	20.377	28564	3998	-0.022357626								
11/30/2009	17:00	20.425	20.615	20.205	20.595	25730	89879	0.010698336								
12/1/2009	17:00	20.575	21.37	20.49	21.28	34810	90852	0.0332605								
12/2/2009	17:00	21.21	21.54	21.17	21.395	37192	91236	0.005404135								
12/3/2009	17:00	21.305	21.57	20.905	21.198	39792	91414	-0.009207759								
12/4/2009	17:00	20.98	21.06	20.37	20.59	48021	89887	-0.028681951								
12/7/2009	17:00	20.55	20.655	19.877	20.43	42050	88586	-0.007770763								
12/8/2009	17:00	20.295	20.455	19.25	19.877	34125	85779	-0.027068037								
12/9/2009	17:00	19.73	19.98	19.205	19.25	43028	83591	-0.031543996								
12/10/2009	17:00	19.51	19.645	19.16	19.16	25960	82621	-0.004675325								
12/11/2009	17:00	19.49	19.81	19.16	19.41	35198	80332	0.013048017								
12/14/2009	17:00	19.21	19.525	19.165	19.525	21030	80224	0.005924781								
12/15/2009	17:00	19.495	19.763	19.205	19.763	24346	79639	0.012189501								
12/16/2009	17:00	19.52	19.88	19.265	19.265	23949	79322	-0.025198603								
12/17/2009	17:00	19.84	19.875	19.17	19.39	30632	79686	0.006488451								
12/18/2009	17:00	19.25	19.845	19.25	19.39	24879	79139	0								
12/21/2009	17:00	19.37	19.595	19.05	19.105	23030	80009	-0.014698298								
12/22/2009	17:00	19.12	19.26	18.85	19.1	30559	77352	-0.000261712								
12/23/2009	17:00	19.065	19.315	18.94	19.26	16188	76933	0.008376963								
12/24/2009	17:00	19.23	19.615	19.215	19.51	8657	77027	0.01298027								
12/28/2009	17:00	19.62	19.76	19.525	19.63	13090	78444	0.006150692								
12/29/2009	17:00	19.61	19.615	19.15	19.18	18305	78677	-0.022924096								
12/30/2009	17:00	19.175	19.245	18.835	18.872	21435	78829	-0.016058394								
12/31/2009	17:00	18.88	19.175	18.85	18.915	11188	78321	0.002278508								
1/4/2010	17:00	19.01	19.67	18.92	19.533	31033	79259		0.032672482							
1/5/2010	17:00	19.665	19.955	19.58	19.87	33066	78876		0.017252854							
1/6/2010	17:00	19.835	20.315	19.825	20.245	35556	78543		0.018872672							
1/7/2010	17:00	20.275	20.49	20.125	20.415	27484	80019		0.008397135							
1/8/2010	17:00	20.345	20.595	20.125	20.54	35476	80177		0.006122949							
1/11/2010	17:00	20.54	20.995	20.54	20.765	31146	82445		0.010954236							
1/12/2010	17:00	20.63	20.88	20.23	20.325	35423	79678		-0.021189502							
1/13/2010	17:00	20.34	20.745	20.27	20.62	31945	80206		0.014514145							
